0,1001,FILE,r,/etc/group
0,1001,FILE,r,/systemd/userdb
0,1001,FILE,r,/etc/login.defs
0,1001,FILE,r,/etc/passwd
0,1001,FILE,r,/etc/group
0,1001,FILE,r,/systemd/userdb
0,1001,FILE,r,/etc/group
0,1001,FILE,r,/etc/group
0,1001,FILE,r,/etc/security/capability.conf
1001,1001,FILE,r,/12
1001,1001,FILE,r,/595684/fd
1001,1001,FILE,r,/595684/fd
1001,1001,FILE,r,/etc/ld.so.cache
1001,1001,FILE,r,/usr/lib/x86_64-linux-gnu/libtinfo.so.6.2
1001,1001,FILE,r,/usr/lib/x86_64-linux-gnu/libdl-2.31.so
1001,1001,FILE,r,/usr/lib/x86_64-linux-gnu/libc-2.31.so
1001,1001,FILE,r,/usr/lib/locale/locale-archive
1001,1001,FILE,r,/usr/lib/x86_64-linux-gnu/gconv/gconv-modules.cache
1001,1001,FILE,r,/etc/nsswitch.conf
1001,1001,FILE,r,/etc/ld.so.cache
1001,1001,FILE,r,/usr/lib/x86_64-linux-gnu/libnss_files-2.31.so
1001,1001,FILE,r,/etc/passwd
1001,1001,FILE,r,/home/file_boy
1001,1001,FILE,r,/home/file_boy
1001,1001,FILE,r,/etc/terminfo
1001,1001,FILE,r,/usr/lib/terminfo/x/xterm-256color
1001,1001,FILE,r,/etc/bash.bashrc
1001,1001,FILE,r,/home/file_boy
1001,1001,FILE,r,/etc/ld.so.cache
1001,1001,FILE,r,/usr/lib/x86_64-linux-gnu/libc-2.31.so
1001,1001,FILE,r,/usr/lib/locale/locale-archive
1001,1001,FILE,r,/etc/nsswitch.conf
1001,1001,FILE,r,/home/file_boy
1001,1001,FILE,r,/tmp
1001,1001,FILE,d,/tmp/sh-thd.pHMC0c
1001,1001,FILE,r,/usr/lib/locale/locale-archive
1001,1001,FILE,r,/etc/profile.d
1001,1001,FILE,r,/etc/profile.d
1001,1001,FILE,r,/etc/ld.so.cache
1001,1001,FILE,r,/usr/lib/x86_64-linux-gnu/libc-2.31.so
1001,1001,FILE,r,/usr/lib/locale/locale-archive
1001,1001,FILE,r,/etc/profile.d/apps-bin-path.sh
1001,1001,FILE,r,/etc/profile.d/bash_completion.sh
1001,1001,FILE,r,/usr/share/bash-completion/bash_completion
1001,1001,FILE,r,/etc/init.d
1001,1001,FILE,r,/etc/init.d
1001,1001,FILE,r,/etc/bash_completion.d
1001,1001,FILE,r,/etc/bash_completion.d
1001,1001,FILE,r,/etc/bash_completion.d/apport_completion
1001,1001,FILE,r,/etc/bash_completion.d/apport_completion
1001,1001,FILE,r,/etc/bash_completion.d/git-prompt
1001,1001,FILE,r,/etc/bash_completion.d/git-prompt
1001,1001,FILE,r,/usr/lib/git-core/git-sh-prompt
1001,1001,FILE,r,/usr/lib/git-core/git-sh-prompt
1001,1001,FILE,r,/etc/bash_completion.d/phoronix-test-suite
1001,1001,FILE,r,/etc/bash_completion.d/phoronix-test-suite
1001,1001,FILE,r,/home
1001,1001,FILE,r,/home
1001,1001,FILE,r,/home/monitor_boy
1001,1001,FILE,r,/home/network_boy
1001,1001,FILE,r,/home/process_boy
1001,1001,FILE,r,/home/file_boy
1001,1001,FILE,r,/home/curd_boy
1001,1001,FILE,r,/home/user
1001,1001,FILE,r,/home
1001,1001,FILE,r,/home
1001,1001,FILE,r,/home/monitor_boy
1001,1001,FILE,r,/home/network_boy
1001,1001,FILE,r,/home/process_boy
1001,1001,FILE,r,/home/file_boy
1001,1001,FILE,r,/home/curd_boy
1001,1001,FILE,r,/home/user
1001,1001,FILE,r,/home
1001,1001,FILE,r,/home/curd_boy
1001,1001,FILE,r,/home/curd_boy
1001,1001,FILE,r,/home
1001,1001,FILE,r,/home/file_boy
1001,1001,FILE,r,/home/file_boy
1001,1001,FILE,r,/home
1001,1001,FILE,r,/home
1001,1001,FILE,r,/home/user
1001,1001,FILE,r,/home
1001,1001,FILE,r,/home/user
1001,1001,FILE,r,/home/user
1001,1001,FILE,r,/home
1001,1001,FILE,r,/home/user
1001,1001,FILE,r,/home/user
1001,1001,FILE,r,/usr/bin/ls
1001,1001,FILE,r,/usr/bin/ls
1001,1001,FILE,r,/usr/bin/ls
1001,1001,FILE,r,/usr/bin/ls
1001,1001,FILE,r,/usr/bin/ls
1001,1001,FILE,r,/usr/bin/ls
1001,1001,FILE,r,/etc/ld.so.cache
